Date,Price,Close,High,Low,Open,Volume
2015-01-02 00:00:00+00:00,26.412099838256836,26.477500915527344,26.790000915527344,26.393999099731445,26.62999916,26480000
2015-01-05 00:00:00+00:00,25.908843994140625,25.972999572753906,26.399499893188477,25.887500762939453,26.357500076293945,41182000
2015-01-06 00:00:00+00:00,25.26943016052246,25.332000732421875,26.06049919128418,25.27750015258789,26.024999618530273,54456000
2015-01-07 00:00:00+00:00,25.195114135742188,25.25749969482422,25.574499130249023,25.18250084,25.547500610351562,46918000
2015-01-08 00:00:00+00:00,25.282896041870117,25.345500946044922,25.375,24.750999450683594,25.07550048828125,73054000
2015-01-09 00:00:00+00:00,24.974159240722656,25.035999298095703,25.43000030517578,24.93250084,25.409000396728516,42000000
2015-01-12 00:00:00+00:00,24.79161262512207,24.85300064086914,25.013999938964844,24.545499801635742,24.961999893188477,57138000
2015-01-13 00:00:00+00:00,25.028026580810547,25.09000015258789,25.43000030517578,24.863000869750977,25.12849998474121,60958000
2015-01-14 00:00:00+00:00,25.23401451,25.296499252319336,25.413000106811523,24.908000946044922,25.020999908447266,52800000
2015-01-15 00:00:00+00:00,25.138254165649414,25.20050048828125,25.487499237060547,25.100500106811523,25.444499969482422,51068000
2015-01-16 00:00:00+00:00,25.459957122802734,25.523000717163086,25.542499542236328,25.154499053955078,25.157499313354492,49658000
2015-01-20 00:00:00+00:00,25.43402099609375,25.496999740600586,25.780500411987305,25.46850014,25.638500213623047,46796000
2015-01-21 00:00:00+00:00,25.955230712890625,26.019500732421875,26.092500686645508,25.47949981689453,25.54199981689453,46356000
2015-01-22 00:00:00+00:00,26.798643112182617,26.864999771118164,26.941999435424805,26.095500946044922,26.149999618530273,56068000
2015-01-23 00:00:00+00:00,27.030567169189453,27.09749984741211,27.27050018310547,26.787500381469727,26.901500701904297,45966000
2015-01-26 00:00:00+00:00,26.76971435546875,26.836000442504883,27.075000762939453,26.603500366210938,27.075000762939453,30932000
2015-01-27 00:00:00+00:00,25.99513053894043,26.059499740600586,26.638999938964844,26.042999267578125,26.56999969482422,39148000
2015-01-28 00:00:00+00:00,25.55821418762207,25.62150001525879,26.284500122070312,25.61750030517578,26.25,35822000
2015-01-29 00:00:00+00:00,25.598115921020508,25.661500930786133,25.75950050354004,25.173999786376953,25.645000457763672,79018000
2015-01-30 00:00:00+00:00,26.811111450195312,26.877500534057617,27.155000686645508,25.909000396728516,25.950000762939453,121108000
2015-02-02 00:00:00+00:00,26.544273376464844,26.610000610351562,26.825000762939453,26.086000442504883,26.715999603271484,75378000
2015-02-03 00:00:00+00:00,26.599138259887695,26.665000915527344,26.872499465942383,26.340499877929688,26.496999740600586,47062000
2015-02-04 00:00:00+00:00,26.240026473999023,26.30500030517578,26.837499618530273,26.25149917602539,26.656999588012695,33896000
2015-02-05 00:00:00+00:00,26.42606544494629,26.491500854492188,26.534500122070312,26.281999588012695,26.396499633789062,33176000
2015-02-06 00:00:00+00:00,26.62806510925293,26.694000244140625,27.01099967956543,26.43250084,26.550500869750977,42938000
2015-02-09 00:00:00+00:00,26.398632049560547,26.464000701904297,26.694000244140625,26.377500534057617,26.55299949645996,30314000
2015-02-10 00:00:00+00:00,26.941287994384766,27.007999420166016,27.049999237060547,26.458499908447266,26.607500076293945,47430000
2015-02-11 00:00:00+00:00,26.833555221557617,26.899999618530273,27.09749984741211,26.799999237060547,26.986499786376953,38306000
2015-02-12 00:00:00+00:00,27.23306655883789,27.300500869750977,27.41699981689453,26.850000381469727,26.982999801635742,48590000
2015-02-13 00:00:00+00:00,27.489931106567383,27.558000564575195,27.62700080871582,27.329999923706055,27.375499725341797,47382000
2015-02-17 00:00:00+00:00,27.183189392089844,27.250499725341797,27.649999618530273,27.163000106811523,27.558000564575195,39174000
2015-02-18 00:00:00+00:00,27.065481185913086,27.13249969482422,27.377500534057617,26.977500915527344,27.19099998474121,31164000
2015-02-19 00:00:00+00:00,27.25501251220703,27.322500228881836,27.343000411987305,27.037500381469727,27.12350082397461,30834000
2015-02-20 00:00:00+00:00,27.023086547851562,27.09000015258789,27.378999710083008,26.905000686645508,27.378999710083008,38234000
2015-02-23 00:00:00+00:00,26.683927536010742,26.75,26.96500015258789,26.600000381469727,26.950000762939453,32906000
2015-02-24 00:00:00+00:00,26.865976333618164,26.93250084,26.969999313354492,26.549999237060547,26.577499389648438,28406000
2015-02-25 00:00:00+00:00,27.298904418945312,27.366500854492188,27.478500366210938,26.90049934387207,26.922000885009766,40836000
2015-02-26 00:00:00+00:00,27.895427703857422,27.964500427246094,28.006500244140625,27.254499435424805,27.28700065612793,54032000
2015-02-27 00:00:00+00:00,28.062013626098633,28.131500244140625,28.47100067138672,27.851499557495117,27.907499313354492,68328000
2015-03-02 00:00:00+00:00,28.679983139038086,28.750999450683594,28.79949951171875,28.157499313354492,28.350000381469727,50406000
2015-03-03 00:00:00+00:00,28.868019104003906,28.93950080871582,29.042499542236328,28.524999618530273,28.81749916,50526000
2015-03-04 00:00:00+00:00,28.845073699951172,28.916500091552734,29.081499099731445,28.625999450683594,28.848499298095703,37964000
2015-03-05 00:00:00+00:00,28.999692916870117,29.071500778198242,29.15999984741211,28.911500930786133,28.981000900268555,35918000
2015-03-06 00:00:00+00:00,28.57424545288086,28.645000457763672,29.138999938964844,28.60300064086914,29.100000381469727,37592000
2015-03-09 00:00:00+00:00,28.634096145629883,28.704999923706055,28.772499084472656,28.452499389648438,28.54599952697754,23478000
2015-03-10 00:00:00+00:00,27.923357009887695,27.99250030517578,28.488000869750977,27.990999221801758,28.423999786376953,40080000
2015-03-11 00:00:00+00:00,27.715871810913086,27.784500122070312,28.208999633789062,27.77050018310547,27.989999771118164,40524000
2015-03-12 00:00:00+00:00,27.989192962646484,28.058500289916992,28.091999053955078,27.776500701904297,27.923999786376953,35602000
2015-03-13 00:00:00+00:00,27.581703186035156,27.649999618530273,28.218000411987305,27.51650047302246,27.96150016784668,35428000
2015-03-16 00:00:00+00:00,28.012636184692383,28.082000732421875,28.1875,27.56599998474121,27.846500396728516,36856000
2015-03-17 00:00:00+00:00,27.811634063720703,27.88050079345703,28.031999588012695,27.720500946044922,27.914499282836914,28892000
2015-03-18 00:00:00+00:00,28.238079071044922,28.308000564575195,28.32550048828125,27.674999237060547,27.886499404907227,35324000
2015-03-19 00:00:00+00:00,28.11388588,28.183500289916992,28.347999572753906,28.106000900268555,28.22599983215332,24660000
2015-03-20 00:00:00+00:00,28.17772674560547,28.247499465942383,28.354999542236328,28.224000930786133,28.335500717163086,44320000
2015-03-23 00:00:00+00:00,28.19867515563965,28.26849937438965,28.48200035095215,28.152999877929688,28.299999237060547,30234000
