Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2011-05-09,44.729862,44.830431,44.567405,44.830431,1476
2011-05-10,44.67571,44.869111,44.621558,44.869111,722
2011-05-11,45.204429,45.204429,44.286335,44.348579,1506
2011-05-12,44.014019,44.239652,43.897313,43.897313,410
2011-05-13,44.294116,44.496407,44.294116,44.496407,355
2011-05-16,44.216311,44.473066,43.827288,44.348579,5555
2011-05-17,44.301896,44.301896,43.827288,43.920654,929
2011-05-18,43.920654,44.0218,43.889532,44.0218,950
2011-05-19,44.387481,44.986576,44.387481,44.729821,2014
2011-05-20,44.932113,44.932113,44.644236,44.644236,934
2011-05-23,44.737601,44.784284,44.519749,44.667577,796
2011-05-24,44.473066,45.219989,44.348579,45.219989,1060
2011-05-25,44.683138,45.219989,44.683138,45.219989,1321
2011-05-26,44.869869,44.971015,44.784284,44.971015,164
2011-05-27,45.297794,45.313355,45.282233,45.305574,308
2011-05-30,44.745382,45.118844,44.737601,44.823186,2181
2011-05-31,44.986576,45.126624,44.89321,44.963234,1677
2011-06-01,44.620895,45.087722,44.620895,45.079941,775
2011-06-02,44.138507,44.216311,43.827288,44.216311,1067
2011-06-03,43.835069,43.835069,42.924756,43.072585,2176
2011-06-06,42.81583,43.00256,42.81583,43.00256,167
2011-06-07,42.800269,42.839171,42.380124,42.559075,2223
2011-06-08,42.387905,42.81583,42.387905,42.81583,721
2011-06-09,43.570534,43.632777,42.792488,43.632777,1331
2011-06-10,43.648338,43.819508,43.298218,43.399364,2666
2011-06-13,42.419027,43.414924,42.419027,43.17373,1282
2011-06-14,42.792488,43.469388,42.699123,43.469388,2135
2011-06-15,43.298218,43.663899,43.274876,43.298218,2319
2011-06-16,43.259315,43.531631,43.259315,43.531631,1100
2011-06-17,43.430485,43.469388,43.103706,43.181511,719
2011-06-20,42.862512,43.329339,42.831391,43.119267,1075
2011-06-21,43.142609,43.632777,43.142609,43.632777,643
2011-06-22,43.16595,43.446046,43.16595,43.446046,952
2011-06-23,43.15817,43.407144,42.535733,42.551294,1035
2011-06-24,42.839171,43.103706,42.706903,42.706903,2438
2011-06-27,42.605757,42.605757,41.998882,42.263418,1686
2011-06-28,42.240076,42.862512,42.232296,42.862512,975
2011-06-29,43.383803,43.383803,43.243755,43.321559,272
2011-06-30,43.259315,43.492729,43.150389,43.407144,2778
2011-07-01,43.780606,43.780606,43.368242,43.368242,48
2011-07-04,43.959556,43.959556,43.959556,43.959556,224
2011-07-05,43.726143,44.060702,43.586094,44.045141,2770
2011-07-06,44.239652,44.270774,44.052922,44.052922,4037
2011-07-07,44.348579,44.955454,44.270774,44.418603,1869
2011-07-08,44.496407,45.157746,44.146287,44.146287,1803
2011-07-11,44.869869,45.328916,44.869869,45.258892,2515
2011-07-12,45.515647,45.523427,45.282233,45.523427,1803
2011-07-13,45.609012,45.733499,45.204429,45.616792,2058
2011-07-14,45.111063,45.57789,45.002137,45.352257,1395
2011-07-15,45.0566,46.036937,45.0566,45.546768,2084
2011-07-18,45.562329,45.819084,45.500086,45.733499,1416
2011-07-19,45.609012,45.640134,45.445623,45.640134,306
2011-07-20,45.943571,45.998035,45.733499,45.733499,799
2011-07-21,45.803523,45.889108,45.632353,45.889108,330
2011-07-22,46.044717,46.192546,46.044717,46.192546,377
2011-07-25,46.449301,46.449301,45.616792,45.974693,477
2011-07-26,45.974693,45.974693,45.974693,45.974693,178
2011-07-27,45.149965,45.352257,45.103283,45.352257,1020
2011-07-28,45.142185,45.593451,44.325237,44.628675,1706
2011-07-29,43.990678,44.465286,43.967337,43.967337,699
2011-08-01,43.446046,43.842849,43.189291,43.189291,1671
2011-08-02,43.648338,43.648338,43.181511,43.181511,2760
2011-08-03,42.395685,42.520172,41.781029,41.781029,2642
2011-08-04,42.100028,42.535733,41.539835,41.835493,5153
2011-08-05,40.030428,41.057447,39.291285,40.380548,15093
2011-08-08,38.987847,40.318304,38.435435,40.045989,8553
2011-08-09,37.890803,39.057871,36.723735,38.591044,7197
2011-08-10,39.947325,39.947325,37.989122,38.06745,8809
2011-08-11,37.934293,38.498255,37.754138,38.498255,13159
2011-08-12,39.594848,40.143145,39.160127,39.868996,4482
2011-08-15,39.868996,40.111814,39.383362,40.111814,2067
2011-08-16,40.237138,40.237138,39.822,40.049151,2474
2011-08-17,40.080482,40.260637,40.080482,40.260637,260
2011-08-18,39.908161,39.908161,38.772403,38.772403,3863
2011-08-19,38.956474,38.956474,37.996955,38.529586,3852
2011-08-22,38.380763,38.784152,37.722807,38.784152,1189
2011-08-23,38.380763,38.788069,38.380763,38.780236,3637
2011-08-24,39.555684,39.790668,39.555684,39.790668,661
2011-08-25,40.009987,40.01782,39.164044,39.218873,2594
2011-08-26,38.768487,39.007388,38.412094,38.412094,1764
2011-08-29,39.195375,39.195375,39.195375,39.195375,59
2011-08-30,39.947325,40.15881,39.759337,39.986489,1374
2011-08-31,40.323299,40.51912,40.15881,40.182309,1622
2011-09-01,40.558284,40.902927,40.503454,40.902927,355
2011-09-02,40.550451,40.550451,39.524353,39.868996,1425
2011-09-05,39.931659,39.931659,39.089632,39.089632,620
2011-09-06,39.211041,39.51652,39.105298,39.234539,5265
2011-09-07,39.868996,40.425126,39.868996,40.354631,6079
2011-09-08,40.777602,41.459057,40.777602,41.459057,1961
2011-09-09,41.380729,41.380729,41.043918,41.16141,1789
2011-09-12,40.425126,40.683609,40.229306,40.683609,1363
2011-09-13,41.114413,41.114413,40.871596,40.871596,966
2011-09-14,41.200574,41.200574,41.200574,41.200574,238
2011-09-15,41.200574,41.545218,40.887262,41.349397,4547
2011-09-16,42.179675,42.297167,41.952524,41.99952,2991
2011-09-19,42.477322,42.477322,41.788035,41.850697,1977
2011-09-20,42.297167,42.297167,42.265836,42.265836,800
2011-09-21,42.445991,42.673142,42.297167,42.375495,1690
2011-09-22,41.396394,41.396394,40.550451,40.879429,3434
2011-09-23,40.589615,40.589615,39.634012,39.806334,2764
2011-09-26,39.900328,40.613113,39.242372,40.613113,931
2011-09-27,41.560883,42.485155,41.560883,42.485155,1199
2011-09-28,41.741038,41.991688,41.741038,41.983855,2607
2011-09-29,41.466889,42.258003,41.466889,42.258003,4530
2011-09-30,42.688808,43.158776,42.258003,43.05695,4670
2011-10-03,42.563483,42.845464,42.273669,42.281502,5105
2011-10-04,41.960356,41.991688,41.498221,41.654877,1200
2011-10-05,42.539984,43.166609,42.539984,42.837631,1859
2011-10-06,43.041284,43.39376,42.492987,42.492987,7390
2011-10-07,43.127445,43.127445,42.845464,42.845464,169
2011-10-10,43.221439,43.519085,43.00212,43.519085,940
2011-10-11,43.519085,44.083048,43.519085,44.083048,4609
2011-10-12,43.378095,43.808899,43.378095,43.542584,943
2011-10-13,43.440757,43.738404,43.440757,43.542584,8010
2011-10-14,43.526918,43.683574,43.526918,43.675742,1308
2011-10-17,44.075215,44.490354,44.059549,44.098713,4298
2011-10-18,44.106546,44.568682,44.106546,44.568682,960
2011-10-19,44.404193,44.756669,44.404193,44.756669,551
2011-10-20,44.756669,45.030817,44.709672,44.725338,1379
2011-10-21,44.983821,45.09348,44.827164,45.09348,1090
2011-10-24,45.085647,45.320631,44.506019,45.320631,834
2011-10-25,44.968155,45.030817,44.968155,44.975988,2100
2011-10-26,45.116978,45.116978,44.584347,45.116978,200
2011-10-27,45.665275,46.080414,44.858496,44.952489,10572
2011-10-28,46.197906,46.197906,44.764502,44.944657,1231
2011-10-31,45.508619,45.508619,44.84283,44.874161,868
2011-11-01,43.863729,43.887227,43.472088,43.472088,2045
2011-11-02,44.216205,44.333697,43.143111,43.879395,1474
2011-11-03,44.161376,44.654843,43.879395,44.137877,3495
2011-11-04,44.64701,45.273635,44.490354,44.490354,2868
2011-11-07,44.490354,44.490354,44.490354,44.490354,136
2011-11-08,45.309568,45.309568,45.13621,45.13621,317
2011-11-09,45.08893,45.309568,44.222138,45.309568,3990
2011-11-10,44.915572,45.278048,44.915572,45.278048,988
2011-11-11,45.979362,45.979362,45.648405,45.861163,1783
2011-11-14,45.687804,46.018761,45.687804,45.758724,1239
2011-11-15,46.089681,46.089681,45.884802,45.924202,744
2011-11-16,45.703564,46.1212,45.703564,46.1212,242
2011-11-17,46.09756,46.13696,46.09756,46.13696,2020
2011-11-18,45.672045,45.703564,45.451407,45.703564,3371
2011-11-21,45.07317,45.07317,44.710694,44.726454,663
2011-11-22,44.687054,45.10469,44.214258,44.521575,1639
2011-11-23,44.127579,44.371857,44.02514,44.111819,1660
2011-11-24,44.06454,44.395497,44.06454,44.395497,630
2011-11-25,44.182739,44.182739,44.182739,44.182739,550
2011-11-28,43.899061,45.025891,43.899061,44.915572,2717
2011-11-29,45.11257,45.14409,44.710694,45.14409,516
2011-11-30,45.388367,46.688555,45.333208,46.664915,1797
2011-12-01,46.696435,47.082551,46.515196,46.854033,8449
2011-12-02,47.24015,47.24015,46.743714,47.24015,1788
2011-12-05,46.491557,47.350468,46.491557,47.279549,2606
2011-12-06,47.19287,47.697185,47.121951,47.405628,2268
2011-12-07,47.571106,47.902063,47.500187,47.500187,623
2011-12-08,47.578986,47.752345,47.043151,47.602626,1206
2011-12-09,47.106191,47.452908,47.106191,47.342589,502
2011-12-12,48.067542,48.23302,47.326829,48.067542,2991
2011-12-13,48.154221,48.658536,47.870544,48.658536,1518
2011-12-14,48.847654,48.847654,47.996622,47.996622,308
2011-12-15,47.902063,48.611256,47.902063,48.571857,5653
2011-12-16,48.548217,49.26529,48.461538,48.737335,4866
2011-12-19,48.22514,49.044652,48.22514,48.453658,1248
2011-12-20,48.713696,48.713696,47.909943,48.619136,3128
2011-12-21,49.178611,49.958724,48.776735,49.958724,1424
2011-12-22,50.34484,50.786116,49.966604,50.786116,5406
2011-12-23,50.825515,51.219512,50.754596,51.219512,1246
2011-12-27,52.251782,52.251782,51.187992,51.455909,1487
2011-12-28,49.643527,52.251782,49.24953,51.463789,1067
2011-12-29,52.007504,52.007504,51.117073,51.818386,2876
2011-12-30,52.007504,52.251782,51.755346,52.251782,1675
2012-01-02,52.007504,52.007504,51.811294,51.811294,25
2012-01-03,52.007504,52.196622,51.329831,52.196622,2297
2012-01-04,52.251782,52.251782,51.802626,52.007504,1090
2012-01-05,52.141463,52.700937,52.141463,52.519699,1130
2012-01-06,53.016134,53.228892,52.677298,53.024014,760
2012-01-09,52.890056,52.890056,52.196622,52.795497,3428
2012-01-10,53.197373,53.197373,52.850656,52.937335,10467
2012-01-11,52.551219,53.031894,52.094183,52.874296,2815
2012-01-12,52.44878,52.756097,51.873545,52.125703,7103
2012-01-13,51.912945,52.48818,51.912945,52.48818,1906
2012-01-16,52.795497,52.976735,52.503939,52.519699,613
2012-01-17,52.559099,53.024014,52.559099,53.024014,1994
2012-01-18,53.276172,53.276172,52.291181,52.724577,3571
2012-01-19,52.992495,53.000375,52.054784,52.771857,1337
2012-01-20,53.031894,53.126453,52.637898,53.039774,911
2012-01-23,53.44165,53.44165,52.858536,53.118573,785
2012-01-24,53.181613,53.181613,52.637898,52.637898,855
2012-01-25,52.511819,52.897936,52.40938,52.40938,1054
2012-01-26,52.559099,52.574859,52.243902,52.275422,1615
2012-01-27,52.322701,52.44878,51.605628,51.652907,3327
2012-01-30,51.282551,51.613508,50.273921,51.613508,4547
2012-01-31,51.34559,51.34559,50.258161,50.266041,2184
2012-02-01,50.533958,50.786116,50.226641,50.226641,705
2012-02-02,50.116322,50.644277,50.116322,50.234521,2566
2012-02-03,50.31332,50.927954,49.643527,50.927954,3107
2012-02-06,50.628517,51.219512,50.628517,51.219512,1272
2012-02-07,51.455909,51.455909,51.014634,51.014634,1600
2012-02-08,51.5015,51.541117,51.129105,51.144951,4780
2012-02-09,51.034025,51.049872,50.709169,50.780479,1129
2012-02-10,51.129105,51.129105,50.384314,50.439777,1312
2012-02-13,50.606166,50.606166,50.170385,50.582397,2447
2012-02-14,50.154538,51.026102,50.154538,50.788403,978
2012-02-15,51.335111,51.390574,51.065718,51.065718,885
2012-02-16,51.081565,51.64412,51.081565,51.64412,1673
2012-02-17,51.794663,51.794663,51.263801,51.263801,700
2012-02-20,51.461884,51.699583,50.812172,51.699583,2966
2012-02-21,51.699583,51.770893,51.422267,51.628273,2038
2012-02-22,51.802586,52.056132,51.802586,52.024439,956
2012-02-23,52.056132,52.079902,51.604503,51.762969,1958
2012-02-24,51.588657,51.778816,51.343034,51.343034,1248
2012-02-27,51.588657,51.659966,51.564887,51.659966,430
2012-02-28,51.897666,51.897666,51.255878,51.255878,1353
2012-02-29,51.683736,52.246291,51.343034,51.343034,2319
2012-03-01,51.216261,51.747123,51.097412,51.636196,1163
2012-03-02,52.174981,52.174981,51.699583,51.873896,1345
2012-03-05,51.517347,51.897666,51.5015,51.636196,851
2012-03-06,51.889742,52.174981,51.881819,52.024439,1674
2012-03-07,51.897666,52.079902,51.509424,51.57281,628
2012-03-08,52.056132,52.056132,50.511087,50.756709,2536
2012-03-09,51.137028,51.319264,50.717093,51.319264,325
2012-03-12,51.176645,51.5015,50.63786,51.5015,1419
2012-03-13,51.897666,52.230445,51.810509,52.230445,1824
2012-03-14,52.444374,52.689996,52.436451,52.563223,765
2012-03-15,52.57907,52.57907,51.897666,51.897666,1403
2012-03-16,51.778816,52.412681,51.778816,51.897666,1040
2012-03-19,52.198751,52.198751,51.71543,52.032362,647
2012-03-20,52.277984,52.277984,52.016515,52.016515,645
2012-03-21,52.127442,52.127442,51.509424,51.52527,615
2012-03-22,51.802586,51.802586,51.374727,51.374727,436
2012-03-23,50.717093,51.065718,50.709169,51.026102,4204
2012-03-26,50.788403,51.5015,50.788403,51.5015,260
2012-03-27,52.016515,52.016515,51.541117,51.541117,236
2012-03-28,51.208338,51.208338,51.105335,51.105335,162
2012-03-29,50.788403,51.105335,50.63786,50.986485,1613
2012-03-30,51.485654,51.541117,50.764633,51.303418,589
2012-04-02,51.295494,51.533193,51.295494,51.533193,104
2012-04-03,51.897666,51.897666,51.295494,51.295494,973
2012-04-04,51.707506,51.707506,51.707506,51.707506,15
2012-04-05,51.485654,51.485654,51.327187,51.327187,217
2012-04-10,51.065718,51.065718,50.091151,50.622013,772
2012-04-11,50.210001,50.210001,49.663293,49.845529,2181
2012-04-12,49.893069,49.893069,49.710833,49.710833,332
2012-04-13,50.003995,50.487317,50.003995,50.487317,893
2012-04-16,50.233771,50.978562,50.233771,50.653706,1069
2012-04-17,51.049872,51.5015,51.049872,51.5015,419
2012-04-18,51.5015,52.214598,51.5015,52.214598,1349
2012-04-19,52.167058,52.167058,51.739199,51.739199,440
2012-04-20,51.897666,51.897666,51.271724,51.271724,570
2012-04-23,51.493577,51.493577,50.954792,51.493577,3132
2012-04-24,51.485654,51.858049,51.485654,51.707506,1789
2012-04-25,52.341371,52.404757,51.826356,51.826356,1125
2012-04-26,52.309678,52.309678,51.200415,51.850126,3963
2012-04-27,51.5015,51.810509,51.5015,51.810509,825
2012-04-30,51.62035,52.127442,51.5015,52.127442,741
2012-05-02,52.214598,52.547377,52.056132,52.412681,1082
2012-05-03,51.897666,52.349294,51.699583,51.699583,760
2012-05-04,51.002332,51.002332,51.002332,51.002332,250
2012-05-07,50.772556,51.390574,50.772556,51.358881,1275
2012-05-08,51.002332,51.152875,51.002332,51.152875,376
2012-05-09,51.279648,51.279648,51.049872,51.263801,551
2012-05-10,50.889339,51.136645,50.889339,51.136645,1010
2012-05-11,50.665965,51.375975,50.665965,51.375975,412
2012-05-14,51.312153,51.312153,51.056869,51.056869,721
2012-05-15,51.336086,51.846655,51.176534,51.846655,90
2012-05-16,51.455751,51.854633,51.455751,51.854633,351
2012-05-18,51.288221,51.86261,51.288221,51.535527,1030
2012-05-21,51.064847,51.69508,51.056869,51.192489,214
2012-05-22,51.080802,51.296198,51.080802,51.232377,289
2012-05-23,51.232377,51.264288,51.144623,51.144623,522
2012-05-24,51.854633,52.261492,51.854633,52.261492,315
2012-05-25,52.955546,52.971502,52.532732,52.532732,578
2012-05-28,52.141828,52.141828,52.141828,52.141828,10
2012-05-29,52.341268,52.341268,52.341268,52.341268,197
2012-05-30,52.205649,52.213626,52.205649,52.213626,182
2012-05-31,51.551483,51.551483,50.729786,50.737764,922
2012-06-01,50.099553,50.099553,49.979888,49.979888,225
2012-06-04,49.549096,49.692693,49.3337,49.405498,1342
2012-06-05,49.700671,49.955955,49.541118,49.860224,780
2012-06-06,50.043709,50.538323,49.716626,50.099553,683
2012-06-07,50.833495,51.447773,50.833495,51.447773,1146
2012-06-08,51.543505,51.543505,50.51439,50.51439,567
2012-06-11,51.511594,52.764083,50.51439,52.437,5108
2012-06-12,51.615304,51.615304,50.51439,51.615304,134
2012-06-13,51.982275,51.982275,50.51439,51.383952,124
2012-06-14,51.216422,52.022163,51.216422,51.42384,679
2012-06-15,52.085984,52.492844,51.360019,51.360019,2821
2012-06-18,52.309358,52.636441,52.261492,52.636441,1050
2012-06-19,52.87577,52.87577,52.60453,52.811949,1291
2012-06-20,53.051278,53.601735,53.0433,53.601735,825
2012-06-21,53.529936,53.529936,53.290607,53.45016,835
2012-06-22,52.157783,52.381157,52.014185,52.373179,2442
2012-06-25,52.492844,52.492844,50.418658,51.487661,1443
2012-06-26,52.181716,52.181716,51.782834,52.13385,1565
2012-06-27,53.266674,53.266674,53.266674,53.266674,42
2012-06-28,53.290607,53.290607,53.290607,53.290607,200
2012-06-29,53.226786,53.45016,53.131054,53.45016,901
2012-07-02,53.88893,54.239946,53.864997,53.872975,2029
2012-07-03,54.152192,54.455342,54.048483,54.455342,4205
2012-07-04,54.886134,55.444569,54.05646,55.444569,782
2012-07-05,54.678716,55.460524,54.567029,54.79838,1088
2012-07-06,55.045687,55.763674,54.822313,54.886134,1549
2012-07-09,55.324904,55.324904,54.000617,54.000617,763
2012-07-10,54.551074,54.678716,54.551074,54.678716,473
2012-07-11,54.375566,54.646805,53.976684,54.646805,430
2012-07-12,55.029732,55.029732,55.029732,55.029732,100
2012-07-13,54.949955,55.364792,54.949955,55.165352,391
2012-07-16,55.827495,55.843451,55.20524,55.843451,867
2012-07-17,55.125463,55.125463,55.125463,55.125463,600
2012-07-18,55.404681,55.843451,55.404681,55.651987,1341
2012-07-19,56.242332,56.258288,55.843451,55.843451,341
2012-07-20,56.641214,56.641214,55.612099,56.146601,696
2012-07-23,56.457729,56.55346,55.755697,55.763674,2397
2012-07-24,56.042891,57.024141,56.003003,56.003003,325
2012-07-25,55.444569,56.681102,55.444569,56.681102,589
2012-07-26,55.843451,56.170534,54.79838,54.973888,1745
2012-07-27,56.202444,56.473684,55.883339,56.473684,2957
2012-07-30,56.920431,57.079984,55.907272,57.079984,7736
2012-07-31,57.375157,57.375157,56.641214,56.641214,2028
2012-08-01,55.843451,56.681102,55.843451,56.401885,360
2012-08-02,55.843451,57.079984,55.843451,57.079984,957
2012-08-03,56.25031,57.287403,56.25031,57.287403,790
2012-08-06,57.375157,57.375157,56.298176,56.322109,505
2012-08-07,56.282221,56.298176,56.282221,56.298176,175
2012-08-08,56.330086,57.462911,56.330086,57.462911,1996
2012-08-09,57.97154,57.97154,57.184669,57.473724,3562
2012-08-10,57.417519,57.417519,57.208757,57.208757,300
2012-08-13,58.212419,58.220449,57.008024,57.17664,1013
2012-08-14,57.570075,57.570075,57.570075,57.570075,74
2012-08-15,57.369343,57.931394,57.369343,57.931394,234
2012-08-16,57.907306,57.907306,57.377372,57.377372,1456
2012-08-17,57.256933,57.891247,57.256933,57.586134,2790
2012-08-20,57.714603,57.778837,57.305108,57.305108,1628
2012-08-21,56.855468,57.008024,56.558384,56.807292,2557
2012-08-22,57.17664,57.17664,55.964215,56.37371,1171
2012-08-23,56.36568,56.36568,56.044508,56.205094,971
2012-08-24,55.811659,56.124801,55.626985,55.883922,1243
2012-08-27,56.221153,56.582471,56.221153,56.582471,2135
2012-08-28,56.71094,56.71094,55.980274,55.980274,198
2012-08-29,56.678823,56.678823,56.004362,56.606559,1266
2012-08-30,57.16861,57.16861,55.883922,56.068596,164
2012-08-31,56.277358,56.277358,55.651073,55.803629,1161
2012-09-03,56.445973,56.445973,55.602897,55.602897,1265
2012-09-04,55.964215,56.020421,55.362018,55.442311,1935
2012-09-05,56.004362,56.004362,55.602897,55.803629,1185
2012-09-06,56.357651,56.48612,56.357651,56.445973,723
2012-09-07,56.871526,56.871526,56.405827,56.421885,1764
2012-09-10,56.076626,56.558384,56.076626,56.333563,364
2012-09-11,56.205094,56.526266,56.084655,56.084655,1944
2012-09-12,55.851805,56.927731,55.747424,55.803629,2384
2012-09-13,55.843776,55.875893,55.843776,55.875893,1979
2012-09-17,56.48612,56.670794,56.285387,56.48612,648
2012-09-18,56.405827,56.686852,56.405827,56.686852,365
2012-09-19,56.726999,56.726999,56.285387,56.37371,417
2012-09-20,56.405827,56.405827,55.763483,55.924069,484
2012-09-21,56.887585,56.887585,56.646706,56.807292,327
2012-09-24,57.377372,57.377372,56.839409,56.991966,442
2012-09-25,57.369343,57.369343,57.016054,57.345255,922
2012-09-26,57.963511,57.963511,56.999995,57.032112,940
2012-09-27,57.008024,57.184669,57.008024,57.128464,862
2012-09-28,57.345255,57.345255,56.726999,56.927731,1583
2012-10-01,57.297079,58.332859,57.144522,57.144522,1110
2012-10-02,57.441606,57.441606,57.008024,57.008024,995
2012-10-03,57.008024,57.080288,56.807292,56.815321,801
2012-10-04,57.248903,57.385401,56.887585,56.887585,1824
2012-10-05,57.232845,57.232845,56.94379,57.120435,2194
2012-10-08,57.369343,57.385401,57.008024,57.16861,3708
2012-10-09,57.521899,57.907306,57.521899,57.907306,3825
2012-10-10,57.738691,57.738691,57.088317,57.088317,1450
2012-10-11,57.120435,57.17664,56.815321,56.871526,854
2012-10-12,56.526266,56.638677,56.36568,56.630647,1593
2012-10-15,56.895614,56.935761,56.132831,56.301446,2355
2012-10-16,56.702911,56.815321,56.397798,56.815321,634
2012-10-17,56.903643,57.120435,56.534296,57.104376,4336
2012-10-18,57.192698,57.192698,57.192698,57.192698,50
2012-10-19,57.63431,57.650368,57.63431,57.650368,103
2012-10-22,57.088317,57.096347,56.36568,56.36568,3827
2012-10-23,56.871526,56.871526,55.803629,55.803629,1042
2012-10-24,55.626985,56.036479,55.610926,55.859835,1415
2012-10-25,55.859835,56.783204,55.859835,56.783204,350
2012-10-26,55.747424,56.2613,55.586838,56.092684,1698
2012-10-29,56.397798,56.397798,55.851805,55.851805,937
2012-10-30,56.389768,56.389768,56.389768,56.389768,45
2012-10-31,56.205094,56.309475,55.883922,55.883922,1231
2012-11-01,56.301446,56.887585,55.883922,56.646706,3534
2012-11-02,57.208757,57.208757,56.855468,57.208757,482
2012-11-05,56.83138,56.83138,56.445973,56.59853,1448
2012-11-06,57.232845,57.232845,56.82335,56.927731,1173
2012-11-07,57.611564,57.748926,55.745046,55.745046,1835
2012-11-08,55.753126,56.286417,55.672324,55.672324,1292
2012-11-09,55.365278,55.615763,55.365278,55.615763,475
2012-11-12,55.591523,55.591523,55.268316,55.45416,1077
2012-11-13,55.631924,55.753126,55.45416,55.753126,2452
2012-11-14,55.389519,55.389519,54.621903,54.856228,1903
2012-11-15,54.912789,54.912789,54.314857,54.43606,1522
2012-11-16,54.549182,54.549182,54.298697,54.43606,604
2012-11-19,55.179435,55.672324,54.848148,55.082473,3241
2012-11-20,55.381439,55.46224,55.058232,55.46224,941
2012-11-21,55.543042,55.793527,55.324877,55.324877,790
2012-11-22,55.106713,55.526882,55.106713,55.526882,230
2012-11-23,55.001671,55.373358,54.94511,55.058232,1538
2012-11-26,55.567282,56.205615,54.94511,54.94511,6444
2012-11-27,55.712725,55.712725,54.94511,55.066312,1035
2012-11-28,54.702705,54.815827,54.080532,54.080532,1242
2012-11-29,55.324877,55.389519,54.993591,54.993591,1655
2012-11-30,54.880468,55.260236,54.654224,54.831987,1728
2012-12-03,54.904709,54.95319,54.47646,54.47646,1566
2012-12-04,54.331017,54.331017,53.918929,54.056292,2814
2012-12-05,54.193655,54.298697,53.741165,54.169414,1040
2012-12-06,54.322937,54.678464,54.266376,54.678464,2330
2012-12-07,54.94511,55.195595,54.94511,55.025911,1127
2012-12-10,55.631924,55.631924,55.42992,55.44608,1641
2012-12-11,55.47032,55.753126,55.025911,55.510721,4182
2012-12-12,55.405679,55.405679,55.122873,55.252156,2140
2012-12-13,55.543042,55.543042,54.912789,54.912789,1164
2012-12-14,54.541102,54.573422,54.43606,54.43606,2501
2012-12-17,54.023971,54.355258,54.023971,54.355258,1581
2012-12-18,54.629983,54.629983,54.44414,54.500701,536
2012-12-19,54.783507,54.783507,54.137093,54.250216,767
2012-12-20,54.137093,54.145174,53.587642,53.813887,847
2012-12-21,54.120933,54.355258,53.409879,53.813887,2954
2012-12-27,52.908909,53.183634,51.405998,52.5049,7789
2012-12-28,52.747305,53.361398,52.747305,53.175554,1437
2013-01-02,53.49068,53.676524,53.102833,53.571482,2880
2013-01-03,54.217895,54.654224,54.217895,54.654224,631
2013-01-04,54.783507,54.904709,54.767346,54.896629,935
2013-01-07,55.187515,55.187515,54.112853,54.112853,1311
2013-01-08,53.910849,54.45222,53.910849,54.45222,758
2013-01-09,54.928949,54.94511,54.508781,54.508781,580
2013-01-10,54.791587,54.791587,54.120933,54.137093,874
2013-01-11,54.638064,54.638064,53.854288,54.145174,2525
2013-01-14,54.298697,54.387579,54.056292,54.242136,1059
2013-01-15,54.217895,54.419899,53.927009,54.161334,1032
2013-01-16,54.395659,54.395659,54.258296,54.258296,525
2013-01-17,54.4603,54.694625,53.902769,54.694625,786
2013-01-18,54.702705,54.872388,54.670384,54.718865,495
2013-01-21,54.94511,55.664244,54.791587,54.815827,1553
2013-01-22,54.856228,55.357198,54.799667,54.799667,1990
2013-01-23,55.494561,55.494561,54.864308,55.227915,1051
2013-01-24,55.155194,55.373358,54.864308,55.268316,1047
2013-01-25,55.349118,55.349118,54.783507,54.783507,1397
2013-01-28,55.235996,55.656164,54.573422,54.573422,2623
2013-01-29,54.985511,54.985511,54.516861,54.718865,1385
2013-01-30,54.823907,54.823907,54.185574,54.185574,4040
2013-01-31,53.894689,54.242136,53.733085,53.733085,4808
2013-02-01,53.587642,54.541102,53.183634,53.288676,1773
2013-02-04,53.692684,53.725005,53.167474,53.409879,3660
2013-02-05,53.628043,53.668444,53.337157,53.668444,433
2013-02-06,53.668444,53.854288,53.329077,53.49068,1687
2013-02-07,54.07242,54.07242,53.307973,53.389297,2907
2013-02-08,53.812182,53.909771,53.592607,53.592607,3599
2013-02-11,54.048022,54.048022,53.511283,53.641402,1646
2013-02-12,53.852844,53.852844,53.226649,53.226649,1183
2013-02-13,53.738991,53.738991,53.340502,53.608872,4586
2013-02-14,53.917904,53.942301,53.543813,53.844712,1180
2013-02-15,53.958566,54.178141,53.917904,53.999228,739
2013-02-18,54.178141,54.178141,53.795918,54.03989,605
2013-02-19,53.958566,54.080552,53.673931,53.885374,4723
2013-02-20,54.430246,54.731145,54.104949,54.2432,1659
2013-02-21,54.755542,54.885661,54.535967,54.535967,1306
2013-02-22,54.649821,55.088971,54.5441,54.812469,2865
2013-02-25,55.227222,55.227222,54.657953,54.991382,2157
2013-02-26,54.910058,54.910058,54.381451,54.901926,2742
2013-02-27,54.861264,55.259752,54.739278,55.032044,300
2013-02-28,55.300414,55.698902,55.300414,55.4224,608
2013-03-01,55.406135,55.902213,55.406135,55.885948,1830
2013-03-04,55.92661,56.007934,55.585049,55.625711,2744
2013-03-05,55.210958,56.219377,55.210958,56.219377,1870
2013-03-06,55.910345,56.227509,55.707035,55.707035,2733
2013-03-07,56.211244,56.211244,55.45493,55.45493,1511
2013-03-08,55.430533,55.69077,55.25162,55.69077,1095
2013-03-11,55.463062,55.812756,55.463062,55.812756,250
2013-03-12,55.951007,55.951007,55.365473,55.89408,885
